title,main_genre,main_company,budget,revenue,profit,runtime,original_language,vote_average,release_date,popularity,profit_category,budget_category,roi
The Hunger Games: Catching Fire,Adventure,Lionsgate,130000000,847423452,717423452,146.0,en,7.4,2013-11-15,76.310119,High Profit,High Budget,6.518641938461538
Home,Fantasy,Twentieth Century Fox Film Corporation,135000000,368871007,233871007,94.0,en,6.8,2015-03-18,63.473086,High Profit,High Budget,2.7323778296296295
War of the Worlds,Adventure,Paramount Pictures,132000000,591739379,459739379,116.0,en,6.2,2005-06-28,48.572726,High Profit,High Budget,4.482874083333333
Bad Boys II,Adventure,Columbia Pictures Corporation,130000000,273339556,143339556,147.0,en,6.3,2003-07-18,38.068736,High Profit,High Budget,2.1026119692307694
Puss in Boots,Action,DreamWorks,130000000,554987477,424987477,90.0,en,6.4,2011-10-28,20.678787,High Profit,High Budget,4.269134438461538
Salt,Action,Columbia Pictures,110000000,293329073,183329073,100.0,en,6.2,2010-07-21,48.829437,High Profit,High Budget,2.6666279363636365
Noah,Drama,Paramount Pictures,125000000,362637473,237637473,139.0,en,5.6,2014-03-20,46.115758,High Profit,High Budget,2.901099784
The Adventures of Tintin,Adventure,Paramount Pictures,130000000,371940071,241940071,107.0,en,6.7,2011-10-25,89.938296,High Profit,High Budget,2.861077469230769
Harry Potter and the Prisoner of Azkaban,Adventure,1492 Pictures,130000000,789804554,659804554,141.0,en,7.7,2004-05-31,79.679601,High Profit,High Budget,6.075419646153846
Australia,Drama,Bazmark Films,130000000,49554002,-80445998,165.0,en,6.3,2008-11-18,28.840997,Loss,High Budget,0.38118463076923076
After Earth,Science Fiction,Columbia Pictures,130000000,243843127,113843127,100.0,en,5.0,2013-05-30,42.840582,High Profit,High Budget,1.8757163615384616
Dinosaur,Animation,Walt Disney Pictures,127500000,354248063,226748063,82.0,en,6.2,2000-05-19,26.548594,High Profit,High Budget,2.7784161803921568
Night at the Museum: Secret of the Tomb,Adventure,Twentieth Century Fox Film Corporation,127000000,349424282,222424282,97.0,en,6.1,2014-12-17,115.597753,High Profit,High Budget,2.7513722992125986
Megamind,Animation,DreamWorks Animation,130000000,321887208,191887208,95.0,en,6.7,2010-10-28,68.757242,High Profit,High Budget,2.476055446153846
Harry Potter and the Philosopher's Stone,Adventure,1492 Pictures,125000000,976475550,851475550,152.0,en,7.5,2001-11-16,109.984351,High Profit,High Budget,7.8118044
R.I.P.D.,Fantasy,Universal Pictures,130000000,61648500,-68351500,96.0,en,5.4,2013-07-18,39.448066,Loss,High Budget,0.4742192307692308
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,Walt Disney Pictures,140000000,655011224,515011224,143.0,en,7.5,2003-07-09,271.972889,High Profit,High Budget,4.6786516
The Hunger Games: Mockingjay - Part 1,Science Fiction,Lionsgate,125000000,752100229,627100229,123.0,en,6.6,2014-11-18,206.227151,High Profit,High Budget,6.016801832
The Da Vinci Code,Thriller,Columbia Pictures,125000000,767820459,642820459,149.0,en,6.5,2006-05-17,45.313197,High Profit,High Budget,6.142563672
Rio 2,Animation,Blue Sky Studios,103000000,500188435,397188435,102.0,en,6.3,2014-03-19,42.40024,High Profit,High Budget,4.856198398058252
X2,Adventure,Twentieth Century Fox Film Corporation,110000000,407711549,297711549,133.0,en,6.8,2003-04-24,2.871739,High Profit,High Budget,3.706468627272727
Fast Five,Action,Universal Pictures,125000000,626137675,501137675,130.0,en,7.1,2011-04-20,7.255718,High Profit,High Budget,5.0091014
Sherlock Holmes: A Game of Shadows,Adventure,Village Roadshow Pictures,125000000,334615000,209615000,129.0,en,7.0,2011-11-22,81.499621,High Profit,High Budget,2.67692
Clash of the Titans,Adventure,The Zanuck Company,125000000,232713139,107713139,106.0,en,5.6,2010-04-01,47.686442,High Profit,High Budget,1.861705112
Total Recall,Action,TriStar Pictures,65000000,261317921,196317921,113.0,en,7.1,1990-06-01,43.129703,High Profit,Medium Budget,4.020275707692308
The 13th Warrior,Adventure,Touchstone Pictures,160000000,61698899,-98301101,102.0,en,6.4,1999-08-27,27.220157,Loss,High Budget,0.38561811875
The Bourne Legacy,Action,Universal Pictures,130000000,276572938,146572938,120.0,en,6.0,2012-08-08,90.33681,High Profit,High Budget,2.1274841384615386
Batman & Robin,Action,PolyGram Filmed Entertainment,125000000,238207122,113207122,125.0,en,4.2,1997-06-20,50.073575,High Profit,High Budget,1.905656976
How the Grinch Stole Christmas,Family,Imagine Entertainment,123000000,345141403,222141403,104.0,en,6.2,2000-11-17,45.419668,High Profit,High Budget,2.8060276666666666
The Day After Tomorrow,Action,Lions Gate Films,125000000,544272402,419272402,124.0,en,6.2,2004-05-26,41.380094,High Profit,High Budget,4.354179216
Mission: Impossible II,Adventure,Paramount Pictures,125000000,546388105,421388105,123.0,en,5.9,2000-05-24,54.931334,High Profit,High Budget,4.37110484
The Perfect Storm,Drama,Warner Bros.,120000000,325756637,205756637,130.0,en,6.2,2000-03-15,25.752118,High Profit,High Budget,2.714638641666667
Fantastic 4: Rise of the Silver Surfer,Adventure,Ingenious Film Partners,130000000,289047763,159047763,92.0,en,5.4,2007-06-13,60.810723,High Profit,High Budget,2.223444330769231
Life of Pi,Adventure,Ingenious Film Partners,120000000,609016565,489016565,127.0,en,7.2,2012-11-20,51.328145,High Profit,High Budget,5.0751380416666665
Ghost Rider,Thriller,Columbia Pictures Corporation,110000000,228738393,118738393,114.0,en,5.2,2007-02-16,46.834704,High Profit,High Budget,2.079439936363636
Jason Bourne,Action,The Kennedy/Marshall Company,120000000,415484914,295484914,123.0,en,5.9,2016-07-27,62.641286,High Profit,High Budget,3.4623742833333333
Charlie's Angels: Full Throttle,Action,Columbia Pictures,120000000,259175788,139175788,106.0,en,5.2,2003-06-27,33.616115,High Profit,High Budget,2.1597982333333334
Prometheus,Science Fiction,Twentieth Century Fox Film Corporation,130000000,403170142,273170142,124.0,en,6.3,2012-05-30,68.889395,High Profit,High Budget,3.1013087846153846
Stuart Little 2,Family,Columbia Pictures,120000000,169956806,49956806,78.0,en,5.4,2002-07-19,27.990284,Medium Profit,High Budget,1.4163067166666667
Elysium,Science Fiction,TriStar Pictures,115000000,286140700,171140700,109.0,en,6.4,2013-08-07,67.33767,High Profit,High Budget,2.48818
The Chronicles of Riddick,Action,One Race Films,105000000,115772733,10772733,119.0,en,6.3,2004-06-11,27.835436,Medium Profit,High Budget,1.1025974571428572
RoboCop,Action,Columbia Pictures,120000000,242688965,122688965,102.0,en,5.7,2014-01-30,66.757869,High Profit,High Budget,2.0224080416666665
Speed Racer,Action,Village Roadshow Pictures,120000000,93945766,-26054234,135.0,en,5.7,2008-05-09,17.060695,Loss,High Budget,0.7828813833333333
How Do You Know,Comedy,Columbia Pictures,120000000,48668907,-71331093,121.0,en,4.9,2010-12-17,11.137655,Loss,High Budget,0.405574225
Knight and Day,Action,Tree Line Films,117000000,261930431,144930431,109.0,en,5.9,2010-06-15,44.906918,High Profit,High Budget,2.2387216324786325
Oblivion,Action,Universal Pictures,120000000,286168572,166168572,124.0,en,6.4,2013-04-10,67.698004,High Profit,High Budget,2.3847381
Star Wars: Episode III - Revenge of the Sith,Science Fiction,Lucasfilm,113000000,850000000,737000000,140.0,en,7.1,2005-05-17,44.108427,High Profit,High Budget,7.522123893805309
Star Wars: Episode II - Attack of the Clones,Adventure,Lucasfilm,120000000,649398328,529398328,142.0,en,6.4,2002-05-15,43.987061,High Profit,High Budget,5.411652733333334
"Monsters, Inc.",Animation,Walt Disney Pictures,115000000,562816256,447816256,92.0,en,7.5,2001-11-01,106.815545,High Profit,High Budget,4.8940544
The Wolverine,Action,Twentieth Century Fox Film Corporation,120000000,415440673,295440673,126.0,en,6.3,2013-07-23,15.953444,High Profit,High Budget,3.4620056083333335
Star Wars: Episode I - The Phantom Menace,Adventure,Lucasfilm,115000000,924317558,809317558,136.0,en,6.3,1999-05-19,54.035265,High Profit,High Budget,8.037543982608696
The Croods,Adventure,DreamWorks Animation,135000000,585178928,450178928,98.0,en,6.8,2013-03-20,64.183321,High Profit,High Budget,4.334658725925926
Asterix at the Olympic Games,Fantasy,Constantin Film,97250400,132900000,35649600,116.0,fr,5.0,2008-01-13,20.344364,Medium Profit,Medium Budget,1.366575355988253
Windtalkers,Drama,Lion Rock Productions,115000000,77628265,-37371735,134.0,en,5.8,2002-06-14,18.714197,Loss,High Budget,0.6750283913043478
The Huntsman: Winter's War,Action,Universal Pictures,115000000,164602163,49602163,114.0,en,6.0,2016-04-06,60.467984,Medium Profit,High Budget,1.431323156521739
Teenage Mutant Ninja Turtles,Science Fiction,Paramount Pictures,125000000,477200000,352200000,101.0,en,5.8,2014-08-07,143.350376,High Profit,High Budget,3.8176
Gravity,Science Fiction,Warner Bros.,105000000,716392705,611392705,91.0,en,7.3,2013-09-27,110.153618,High Profit,High Budget,6.822787666666667
Dante's Peak,Action,Universal Pictures,116000000,178127760,62127760,108.0,en,5.7,1997-02-07,16.90444,Medium Profit,High Budget,1.5355841379310344
Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,Paramount Pictures,135000000,245623848,110623848,112.0,en,5.8,2016-06-01,39.873791,High Profit,High Budget,1.8194359111111111
Fantastic Four,Action,Twentieth Century Fox Film Corporation,120000000,167977596,47977596,100.0,en,4.4,2015-08-05,38.126095,Medium Profit,High Budget,1.3998133
Night at the Museum,Action,Ingenious Film Partners,110000000,574480841,464480841,108.0,en,6.3,2006-10-20,48.780039,High Profit,High Budget,5.2225531
San Andreas,Action,New Line Cinema,110000000,470490832,360490832,114.0,en,6.0,2015-05-27,100.412364,High Profit,High Budget,4.277189381818181
Tomorrow Never Dies,Adventure,Eon Productions,110000000,333011068,223011068,119.0,en,6.0,1997-12-11,42.887121,High Profit,High Budget,3.0273733454545453
The Patriot,Drama,Centropolis Entertainment,110000000,215294342,105294342,165.0,en,6.8,2000-06-28,23.657284,High Profit,High Budget,1.957221290909091
Ocean's Twelve,Thriller,Village Roadshow Pictures,110000000,362744280,252744280,125.0,en,6.4,2004-12-09,76.840712,High Profit,High Budget,3.2976752727272727
Mr. & Mrs. Smith,Action,Weed Road Pictures,110000000,478207520,368207520,120.0,en,6.5,2005-06-07,44.635452,High Profit,High Budget,4.347341090909091
Insurgent,Adventure,Summit Entertainment,110000000,295238201,185238201,119.0,en,6.2,2015-03-18,103.718387,High Profit,High Budget,2.6839836454545454
The Aviator,Drama,Miramax Films,116000000,102000000,-14000000,170.0,en,7.0,2004-12-17,45.616098,Loss,High Budget,0.8793103448275862
Gulliver's Travels,Comedy,Twentieth Century Fox Film Corporation,112000000,237382724,125382724,85.0,en,4.9,2010-12-25,22.845143,High Profit,High Budget,2.1194886071428574
The Green Hornet,Action,Original Film,120000000,227817248,107817248,119.0,en,5.5,2011-01-12,31.703608,High Profit,High Budget,1.8984770666666666
300: Rise of an Empire,Action,Legendary Pictures,110000000,337580051,227580051,102.0,en,6.1,2014-03-05,71.510596,High Profit,High Budget,3.0689095545454546
The Smurfs,Animation,Columbia Pictures,110000000,563749323,453749323,103.0,en,5.5,2011-07-29,36.65422,High Profit,High Budget,5.124993845454545
Home on the Range,Animation,Walt Disney Pictures,110000000,103951461,-6048539,76.0,en,5.7,2004-04-02,19.625972,Loss,High Budget,0.9450132818181818
Allegiant,Adventure,Summit Entertainment,110000000,179246868,69246868,121.0,en,5.9,2016-03-09,86.105615,Medium Profit,High Budget,1.6295169818181818
Real Steel,Action,DreamWorks SKG,110000000,299268508,189268508,127.0,en,6.6,2011-09-28,37.195046,High Profit,High Budget,2.7206228
The Smurfs 2,Fantasy,Columbia Pictures,105000000,347434178,242434178,105.0,en,5.5,2013-07-30,32.473628,High Profit,High Budget,3.308896933333333
Speed 2: Cruise Control,Action,Twentieth Century Fox Film Corporation,160000000,164508066,4508066,121.0,en,4.1,1997-06-13,23.336875,Medium Profit,High Budget,1.0281754125
Ender's Game,Science Fiction,Summit Entertainment,110000000,125537191,15537191,114.0,en,6.6,2013-10-23,45.94834,Medium Profit,High Budget,1.1412471909090909
Live Free or Die Hard,Action,Ingenious Film Partners,110000000,383531464,273531464,128.0,en,6.4,2007-06-20,48.93337,High Profit,High Budget,3.486649672727273
The Lord of the Rings: The Fellowship of the Ring,Adventure,WingNut Films,93000000,871368364,778368364,178.0,en,8.0,2001-12-18,138.049577,High Profit,Medium Budget,9.369552301075268
Around the World in 80 Days,Action,Studio Babelsberg,110000000,72178895,-37821105,120.0,en,5.7,2004-06-16,22.643776,Loss,High Budget,0.6561717727272727
Ali,Drama,Columbia Pictures Corporation,107000000,87713825,-19286175,157.0,en,6.7,2001-12-11,18.866672,Loss,High Budget,0.8197553738317757
"I, Robot",Action,Twentieth Century Fox Film Corporation,120000000,347234916,227234916,115.0,en,6.7,2004-07-15,95.914473,High Profit,High Budget,2.8936243
Kingdom of Heaven,Drama,Studio Babelsberg,130000000,211643158,81643158,144.0,en,6.6,2005-05-03,44.490453,Medium Profit,High Budget,1.6280242923076924
Stuart Little,Animation,Columbia Pictures Corporation,133000000,300135367,167135367,84.0,en,5.8,1999-12-17,30.475297,High Profit,High Budget,2.256656894736842
The Princess and the Frog,Romance,Walt Disney Pictures,105000000,267045765,162045765,97.0,en,6.7,2009-12-08,62.479574,High Profit,High Budget,2.543293
The Martian,Drama,Twentieth Century Fox Film Corporation,108000000,630161890,522161890,141.0,en,7.6,2015-09-30,167.93287,High Profit,High Budget,5.834832314814815
The Island,Action,DreamWorks SKG,126000000,162949164,36949164,136.0,en,6.5,2005-07-20,37.68056,Medium Profit,High Budget,1.2932473333333334
Town & Country,Comedy,New Line Cinema,90000000,10372291,-79627709,104.0,en,3.7,2001-04-27,1.004579,Loss,Medium Budget,0.11524767777777778
Gone in Sixty Seconds,Action,Jerry Bruckheimer Films,90000000,237202299,147202299,118.0,en,6.1,2000-06-09,52.995628,High Profit,Medium Budget,2.6355811
Gladiator,Action,DreamWorks SKG,103000000,457640427,354640427,155.0,en,7.9,2000-05-01,95.301296,High Profit,High Budget,4.443110941747573
Minority Report,Action,DreamWorks SKG,102000000,358372926,256372926,145.0,en,7.1,2002-06-20,65.948959,High Profit,High Budget,3.5134600588235294
Harry Potter and the Chamber of Secrets,Adventure,1492 Pictures,100000000,876688482,776688482,161.0,en,7.4,2002-11-13,132.397737,High Profit,Medium Budget,8.76688482
Casino Royale,Adventure,Eon Productions,150000000,599045960,449045960,144.0,en,7.3,2006-11-14,88.935165,High Profit,High Budget,3.9936397333333336
Planet of the Apes,Thriller,Twentieth Century Fox Film Corporation,100000000,362211740,262211740,119.0,en,5.6,2001-07-25,51.188633,High Profit,Medium Budget,3.6221174
Terminator 2: Judgment Day,Action,Lightstorm Entertainment,100000000,520000000,420000000,137.0,en,7.7,1991-07-01,101.74155,High Profit,Medium Budget,5.2
Public Enemies,History,Universal Pictures,80000000,214104620,134104620,140.0,en,6.5,2009-07-01,33.691694,High Profit,Medium Budget,2.67630775
American Gangster,Drama,Imagine Entertainment,100000000,266465037,166465037,157.0,en,7.4,2007-11-02,42.361215,High Profit,Medium Budget,2.66465037
True Lies,Action,Twentieth Century Fox Film Corporation,115000000,378882411,263882411,141.0,en,6.8,1994-07-14,38.729418,High Profit,High Budget,3.2946296608695653
The Taking of Pelham 1 2 3,Thriller,Columbia Pictures,100000000,150166126,50166126,106.0,en,6.2,2009-06-11,40.597856,Medium Profit,Medium Budget,1.50166126
Little Fockers,Comedy,Paramount Pictures,100000000,310650585,210650585,98.0,en,5.4,2010-12-21,32.389353,High Profit,Medium Budget,3.10650585
The Other Guys,Action,Columbia Pictures,100000000,170432927,70432927,107.0,en,6.1,2010-08-06,24.399642,Medium Profit,Medium Budget,1.70432927
Eraser,Action,Kopelson Entertainment,100000000,242295562,142295562,115.0,en,5.6,1996-06-21,24.507987,High Profit,Medium Budget,2.42295562
Django Unchained,Drama,Columbia Pictures,100000000,425368238,325368238,165.0,en,7.8,2012-12-25,82.121691,High Profit,Medium Budget,4.25368238
The Hunchback of Notre Dame,Drama,Walt Disney Pictures,100000000,100138851,138851,91.0,en,6.8,1996-06-21,46.727941,Medium Profit,Medium Budget,1.00138851
The Emperor's New Groove,Adventure,Walt Disney Pictures,100000000,169327687,69327687,78.0,en,7.2,2000-12-09,51.113717,Medium Profit,Medium Budget,1.69327687
The Expendables 2,Action,Nu Image Films,100000000,312573423,212573423,103.0,en,6.1,2012-08-08,53.732892,High Profit,Medium Budget,3.12573423
National Treasure,Adventure,Walt Disney Pictures,100000000,347451894,247451894,131.0,en,6.4,2004-11-19,58.849256,High Profit,Medium Budget,3.47451894
Eragon,Fantasy,Ingenious Film Partners,100000000,249288105,149288105,104.0,en,4.9,2006-12-14,30.863434,High Profit,Medium Budget,2.49288105
Where the Wild Things Are,Family,Village Roadshow Pictures,100000000,100086793,86793,101.0,en,6.4,2009-10-16,31.586215,Medium Profit,Medium Budget,1.00086793
Epic,Animation,Blue Sky Studios,100000000,268426634,168426634,102.0,en,6.4,2013-05-15,36.711378,High Profit,Medium Budget,2.68426634
The Tourist,Action,Columbia Pictures,100000000,278731369,178731369,103.0,en,6.0,2010-12-08,41.426678,High Profit,Medium Budget,2.78731369
End of Days,Action,Beacon Communications,100000000,211989043,111989043,121.0,en,5.5,1999-11-24,20.652943,High Profit,Medium Budget,2.11989043
Blood Diamond,Drama,Bedford Falls Productions,100000000,170877916,70877916,143.0,en,7.3,2006-12-07,52.792678,Medium Profit,Medium Budget,1.70877916
